,Unnamed: 0,RA,DEC,Redshift,TrueLabels,labels
6659,6659,86.212999,-26.245833,0.0474666666666666,ABELL 0548,155
8803,8803,86.215188,-25.710379,0.04213,ABELL 0548,155
10172,10172,86.225042,-26.290833,0.04331,ABELL 0548,155
4579,4579,86.23293,-25.938706,0.0445133333333333,ABELL 0548,155
4580,4580,86.234125,-25.921111,0.0422076666666666,ABELL 0548,155
8754,8754,86.242604,-26.200047,0.0460333333333333,ABELL 0548,155
10173,10173,86.2449,-26.419399,0.04133,ABELL 0548,155
8786,8786,86.248271,-25.821096,0.0419,ABELL 0548,155
4581,4581,86.257291,-26.194444,0.0415516666666666,ABELL 0548,155
8747,8747,86.264628,-26.438103,0.0386733333333333,ABELL 0548,155
4582,4582,86.268117,-25.840597,0.0390366666666666,ABELL 0548,155
8806,8806,86.268564,-25.701749,0.0404233333333333,ABELL 0548,155
4583,4583,86.270547,-25.794491,0.0357666666666666,ABELL 0548,155
4584,4584,86.271657,-25.857936,0.04567,ABELL 0548,155
10174,10174,86.272902,-26.504837,0.03974,ABELL 0548,155
4585,4585,86.273799,-25.897832,0.0427366666666666,ABELL 0548,155
6660,6660,86.284112,-26.092962,0.0420136666666666,ABELL 0548,155
6661,6661,86.289803,-25.896483,0.04211,ABELL 0548,155
4586,4586,86.292447,-25.750655,0.044875,ABELL 0548,155
10175,10175,86.299458,-26.419722,0.03904,ABELL 0548,155
8773,8773,86.304585,-25.948038,0.0437306666666666,ABELL 0548,155
10176,10176,86.304726,-25.785258,0.0382196666666666,ABELL 0548,155
8753,8753,86.309352,-26.274159,0.0426933333333333,ABELL 0548,155
10177,10177,86.31089,-25.799733,0.0440433333333333,ABELL 0548,155
10178,10178,86.311087,-25.898201,0.0414763333333333,ABELL 0548,155
4587,4587,86.316063,-26.04502,0.04523,ABELL 0548,155
8831,8831,86.319611,-25.565795,0.04426,ABELL 0548,155
6663,6663,86.320195,-25.496718,0.04394,ABELL 0548,155
4588,4588,86.320368,-26.158281,0.0442,ABELL 0548,155
6662,6662,86.320642,-26.237596,0.0401863333333333,ABELL 0548,155
4589,4589,86.323288,-26.018426,0.0402116666666666,ABELL 0548,155
6664,6664,86.333749,-25.478167,0.04343,ABELL 0548,155
4590,4590,86.338063,-25.933197,0.0461033333333333,ABELL 0548,155
4591,4591,86.34218,-25.791559,0.0384673333333333,ABELL 0548,155
8755,8755,86.342935,-26.152393,0.04507,ABELL 0548,155
6665,6665,86.349256,-25.653528,0.0414533333333333,ABELL 0548,155
10179,10179,86.352024,-25.817988,0.04706,ABELL 0548,155
6666,6666,86.35775,-25.467639,0.04443,ABELL 0548,155
4593,4593,86.360883,-25.938588,0.0438366666666666,ABELL 0548,155
4592,4592,86.361093,-25.951107,0.0435533333333333,ABELL 0548,155
6668,6668,86.361908,-25.713253,0.0459366666666666,ABELL 0548,155
6667,6667,86.362077,-25.983812,0.0383833333333333,ABELL 0548,155
4594,4594,86.363189,-25.89798,0.0458516666666666,ABELL 0548,155
4595,4595,86.364375,-25.919306,0.0422166666666666,ABELL 0548,155
4596,4596,86.365096,-25.930831,0.043837,ABELL 0548,155
10180,10180,86.367516,-25.805007,0.0471666666666666,ABELL 0548,155
4597,4597,86.373418,-25.932538,0.04215,ABELL 0548,155
6669,6669,86.375458,-26.009122,0.041105,ABELL 0548,155
4598,4598,86.376503,-25.93922,0.0451133333333333,ABELL 0548,155
10181,10181,86.382471,-26.090084,0.0388233333333333,ABELL 0548,155
6670,6670,86.382879,-26.021501,0.0469633333333333,ABELL 0548,155
6671,6671,86.38973,-25.994844,0.045138,ABELL 0548,155
4599,4599,86.391045,-25.757075,0.03841,ABELL 0548,155
4600,4600,86.395725,-25.515537,0.0407566666666666,ABELL 0548,155
4601,4601,86.401374,-25.925173,0.0452633333333333,ABELL 0548,155
8766,8766,86.403657,-25.996158,0.0425466666666666,ABELL 0548,155
4602,4602,86.422083,-25.53625,0.0433423333333333,ABELL 0548,155
4603,4603,86.423914,-25.91806,0.0402486666666666,ABELL 0548,155
4604,4604,86.426812,-25.910496,0.0421333333333333,ABELL 0548,155
4605,4605,86.430665,-25.268426,0.0419736666666666,ABELL 0548,155
4606,4606,86.440964,-25.706362,0.0420533333333333,ABELL 0548,155
4608,4608,86.450667,-25.466806,0.0388166666666666,ABELL 0548,155
4607,4607,86.451333,-25.555694,0.0459466666666666,ABELL 0548,155
10182,10182,86.456255,-26.013219,0.04143,ABELL 0548,155
4609,4609,86.46246,-25.797873,0.0465273333333333,ABELL 0548,155
4610,4610,86.467296,-25.699934,0.0452666666666666,ABELL 0548,155
4611,4611,86.467428,-25.603987,0.0456006666666666,ABELL 0548,155
4612,4612,86.472288,-25.889564,0.0424166666666666,ABELL 0548,155
8809,8809,86.47237,-25.674146,0.04606,ABELL 0548,155
6672,6672,86.478354,-26.009992,0.0393466666666666,ABELL 0548,155
8799,8799,86.482011,-25.747228,0.0428,ABELL 0548,155
6673,6673,86.485095,-25.73808,0.04419,ABELL 0548,155
4613,4613,86.490998,-25.916441,0.04618,ABELL 0548,155
6674,6674,86.492709,-25.446417,0.0435966666666666,ABELL 0548,155
6675,6675,86.498472,-25.709362,0.0425956666666666,ABELL 0548,155
4614,4614,86.506542,-25.525306,0.0450533333333333,ABELL 0548,155
8811,8811,86.509622,-25.652028,0.0409033333333333,ABELL 0548,155
4615,4615,86.525075,-25.681163,0.043314,ABELL 0548,155
8819,8819,86.525948,-25.612314,0.0423066666666666,ABELL 0548,155
6676,6676,86.526834,-25.411139,0.0436366666666666,ABELL 0548,155
4616,4616,86.527086,-25.955683,0.0422823333333333,ABELL 0548,155
10183,10183,86.53125,-25.6297,0.0457033333333333,ABELL 0548,155
8759,8759,86.536776,-26.058902,0.040684,ABELL 0548,155
6677,6677,86.550259,-25.899228,0.04134,ABELL 0548,155
4617,4617,86.550299,-25.752266,0.0436433333333333,ABELL 0548,155
4618,4618,86.551183,-25.883955,0.0433373333333333,ABELL 0548,155
6678,6678,86.552147,-25.865604,0.0418996666666666,ABELL 0548,155
6679,6679,86.561625,-25.556139,0.0377133333333333,ABELL 0548,155
6680,6680,86.570459,-25.26975,0.0418933333333333,ABELL 0548,155
6681,6681,86.577565,-25.84343,0.047138,ABELL 0548,155
4619,4619,86.584249,-25.851363,0.04325,ABELL 0548,155
6682,6682,86.586,-25.510583,0.04511,ABELL 0548,155
6683,6683,86.609555,-25.179215,0.0430113333333333,ABELL 0548,155
8789,8789,86.610516,-25.785352,0.0425,ABELL 0548,155
6684,6684,86.627334,-25.284472,0.0404733333333333,ABELL 0548,155
8794,8794,86.627343,-25.758211,0.0298866666666666,ABELL 0548,155
8859,8859,86.629785,-25.404024,0.0411533333333333,ABELL 0548,155
4620,4620,86.638573,-26.026788,0.0427006666666666,ABELL 0548,155
8760,8760,86.640559,-26.055502,0.0381633333333333,ABELL 0548,155
4621,4621,86.641751,-25.381139,0.0446166666666666,ABELL 0548,155
4622,4622,86.64975,-25.281694,0.04135,ABELL 0548,155
4623,4623,86.672043,-26.047272,0.041913,ABELL 0548,155
10184,10184,86.681697,-25.375969,0.04473,ABELL 0548,155
4624,4624,86.683001,-25.981139,0.037474,ABELL 0548,155
4625,4625,86.684166,-25.321972,0.0390733333333333,ABELL 0548,155
6685,6685,86.688592,-25.340063,0.0427966666666666,ABELL 0548,155
4626,4626,86.696835,-26.086229,0.03784,ABELL 0548,155
4627,4627,86.707881,-25.802923,0.03697,ABELL 0548,155
4628,4628,86.708541,-25.641972,0.04635,ABELL 0548,155
8790,8790,86.716833,-25.772778,0.04089,ABELL 0548,155
8814,8814,86.721983,-25.649408,0.04409,ABELL 0548,155
6686,6686,86.73075,-25.517799,0.0434066666666666,ABELL 0548,155
4629,4629,86.731083,-25.635556,0.0453823333333333,ABELL 0548,155
4630,4630,86.749238,-25.595813,0.04508,ABELL 0548,155
8797,8797,86.761032,-25.752137,0.0378133333333333,ABELL 0548,155
10185,10185,86.768954,-25.345003,0.04289,ABELL 0548,155
6687,6687,86.769626,-25.503333,0.0409233333333333,ABELL 0548,155
8867,8867,86.775591,-25.301719,0.04355,ABELL 0548,155
8821,8821,86.783295,-25.599734,0.04496,ABELL 0548,155
10186,10186,86.788528,-25.695659,0.0391133333333333,ABELL 0548,155
8810,8810,86.789302,-25.671248,0.0424,ABELL 0548,155
8815,8815,86.792663,-25.631233,0.0464366666666666,ABELL 0548,155
8823,8823,86.80725,-25.583099,0.04164,ABELL 0548,155
8784,8784,86.809701,-25.880888,0.0420166666666666,ABELL 0548,155
8818,8818,86.80986,-25.61719,0.04612,ABELL 0548,155
4631,4631,86.815542,-25.820556,0.0372733333333333,ABELL 0548,155
4632,4632,86.817291,-25.305,0.04277,ABELL 0548,155
10187,10187,86.8218,-25.343599,0.04668,ABELL 0548,155
8825,8825,86.826291,-25.580278,0.0406966666666666,ABELL 0548,155
6688,6688,86.843458,-25.251472,0.04228,ABELL 0548,155
10188,10188,86.8515,-25.636778,0.0418843333333333,ABELL 0548,155
4634,4634,86.852667,-25.255917,0.0421766666666666,ABELL 0548,155
8812,8812,86.854188,-25.651796,0.0427033333333333,ABELL 0548,155
6689,6689,86.855051,-25.281667,0.0429833333333333,ABELL 0548,155
4633,4633,86.85525,-25.572056,0.0436543333333333,ABELL 0548,155
4635,4635,86.860584,-25.247119,0.0425623333333333,ABELL 0548,155
4637,4637,86.861041,-25.645944,0.0443166666666666,ABELL 0548,155
4636,4636,86.861375,-25.105389,0.0386783333333333,ABELL 0548,155
8834,8834,86.862237,-25.554239,0.0444813333333333,ABELL 0548,155
8827,8827,86.863249,-25.574278,0.04285,ABELL 0548,155
8787,8787,86.864649,-25.801913,0.0430633333333333,ABELL 0548,155
4638,4638,86.864834,-26.023167,0.0374706666666666,ABELL 0548,155
6690,6690,86.867126,-25.208722,0.0435966666666666,ABELL 0548,155
4639,4639,86.871838,-25.767453,0.04366,ABELL 0548,155
6691,6691,86.873834,-25.303444,0.0413756666666666,ABELL 0548,155
4640,4640,86.8761,-25.123108,0.042703,ABELL 0548,155
10189,10189,86.87925,-25.934601,0.0369733333333333,ABELL 0548,155
4641,4641,86.882667,-25.560389,0.0429003333333333,ABELL 0548,155
8822,8822,86.886954,-25.59036,0.0399633333333333,ABELL 0548,155
6692,6692,86.892084,-25.897611,0.04144,ABELL 0548,155
4642,4642,86.893999,-25.735389,0.03985,ABELL 0548,155
6693,6693,86.894208,-25.082333,0.04328,ABELL 0548,155
4643,4643,86.894667,-25.545667,0.0426866666666666,ABELL 0548,155
4644,4644,86.897169,-25.298701,0.0375433333333333,ABELL 0548,155
10190,10190,86.9004,-25.439699,0.0424133333333333,ABELL 0548,155
10191,10191,86.901333,-25.913167,0.0416,ABELL 0548,155
8793,8793,86.907875,-25.760389,0.04183,ABELL 0548,155
8780,8780,86.908359,-25.902252,0.04183,ABELL 0548,155
6694,6694,86.909325,-25.5077,0.04212,ABELL 0548,155
8846,8846,86.916945,-25.499478,0.04389,ABELL 0548,155
6695,6695,86.9219,-25.107927,0.04312,ABELL 0548,155
10192,10192,86.926999,-25.3665,0.0445566666666666,ABELL 0548,155
4645,4645,86.930079,-25.915598,0.0376286666666666,ABELL 0548,155
6696,6696,86.930083,-25.495389,0.03957,ABELL 0548,155
8857,8857,86.935261,-25.406095,0.04252,ABELL 0548,155
4646,4646,86.939265,-25.290896,0.0308559999999999,ABELL 0548,155
4647,4647,86.947917,-25.745653,0.042584,ABELL 0548,155
4648,4648,86.950111,-25.555068,0.0366826666666666,ABELL 0548,155
4649,4649,86.951059,-25.89703,0.037922,ABELL 0548,155
4650,4650,86.951541,-25.165944,0.0363966666666666,ABELL 0548,155
6697,6697,86.965791,-25.518444,0.041698,ABELL 0548,155
10193,10193,86.966458,-25.813444,0.04203,ABELL 0548,155
4651,4651,86.969667,-25.149556,0.0370523333333333,ABELL 0548,155
4652,4652,86.971041,-25.625389,0.0393533333333333,ABELL 0548,155
6698,6698,86.974917,-25.250111,0.04481,ABELL 0548,155
6699,6699,86.976584,-25.547056,0.0428366666666666,ABELL 0548,155
8851,8851,86.987212,-25.435236,0.04163,ABELL 0548,155
6700,6700,86.990792,-25.649028,0.0444193333333333,ABELL 0548,155
10194,10194,86.99475,-25.623501,0.0414066666666666,ABELL 0548,155
4653,4653,87.005625,-25.608194,0.0425333333333333,ABELL 0548,155
4654,4654,87.014792,-25.146806,0.04001,ABELL 0548,155
8861,8861,87.0312,-25.37955,0.0387266666666666,ABELL 0548,155
6701,6701,87.032603,-25.636564,0.0396246666666666,ABELL 0548,155
10195,10195,87.03285,-25.451099,0.0437,ABELL 0548,155
6702,6702,87.032916,-25.233504,0.03804,ABELL 0548,155
6703,6703,87.03525,-25.5432,0.0440166666666666,ABELL 0548,155
4655,4655,87.0395,-25.521556,0.0410053333333333,ABELL 0548,155
8832,8832,87.03998,-25.56007,0.0410433333333333,ABELL 0548,155
8763,8763,87.041301,-26.025759,0.0423866666666666,ABELL 0548,155
10196,10196,87.04785,-25.4646,0.0383433333333333,ABELL 0548,155
8838,8838,87.04875,-25.542667,0.0395486666666666,ABELL 0548,155
6704,6704,87.057,-25.976833,0.0380333333333333,ABELL 0548,155
4656,4656,87.070917,-25.567111,0.042385,ABELL 0548,155
8782,8782,87.071099,-25.887444,0.0378133333333333,ABELL 0548,155
8870,8870,87.079026,-25.193835,0.04311,ABELL 0548,155
6705,6705,87.081718,-25.635443,0.0399396666666666,ABELL 0548,155
4657,4657,87.08179,-25.281798,0.036878,ABELL 0548,155
10197,10197,87.08745,-25.505699,0.0370666666666666,ABELL 0548,155
8817,8817,87.08835,-25.62065,0.0411733333333333,ABELL 0548,155
4658,4658,87.101125,-25.749056,0.04159,ABELL 0548,155
8849,8849,87.107233,-25.487202,0.038078,ABELL 0548,155
4659,4659,87.10785,-25.301058,0.0386303333333333,ABELL 0548,155
10198,10198,87.108874,-25.888222,0.04249,ABELL 0548,155
6706,6706,87.109833,-25.212889,0.0368023333333333,ABELL 0548,155
4660,4660,87.111713,-26.073836,0.0385063333333333,ABELL 0548,155
10199,10199,87.114499,-25.120444,0.0404466666666666,ABELL 0548,155
4661,4661,87.119125,-25.573167,0.0419366666666666,ABELL 0548,155
4662,4662,87.129042,-25.485667,0.0414833333333333,ABELL 0548,155
4663,4663,87.133291,-25.536222,0.0401926666666666,ABELL 0548,155
6707,6707,87.137262,-25.365211,0.0394533333333333,ABELL 0548,155
4664,4664,87.138795,-25.364297,0.04217,ABELL 0548,155
6708,6708,87.139959,-25.760667,0.0392553333333333,ABELL 0548,155
8845,8845,87.144634,-25.503217,0.0390933333333333,ABELL 0548,155
6709,6709,87.151875,-25.291222,0.0412033333333333,ABELL 0548,155
4665,4665,87.156708,-25.550111,0.0412833333333333,ABELL 0548,155
4666,4666,87.160201,-25.477736,0.0395793333333333,ABELL 0548,155
6710,6710,87.160416,-25.443444,0.03702,ABELL 0548,155
4667,4667,87.162176,-25.426078,0.0406136666666666,ABELL 0548,155
6711,6711,87.167292,-24.988722,0.0450766666666666,ABELL 0548,155
8828,8828,87.167549,-25.573569,0.0425866666666666,ABELL 0548,155
4668,4668,87.17109,-25.758968,0.04027,ABELL 0548,155
8873,8873,87.171309,-25.153387,0.0416233333333333,ABELL 0548,155
4669,4669,87.178249,-25.519306,0.03692,ABELL 0548,155
8865,8865,87.180204,-25.309683,0.0396033333333333,ABELL 0548,155
4670,4670,87.180329,-25.477558,0.0400073333333333,ABELL 0548,155
4672,4672,87.182195,-25.562289,0.0369633333333333,ABELL 0548,155
4671,4671,87.185947,-25.558176,0.041334,ABELL 0548,155
8802,8802,87.191501,-25.727917,0.0415873333333333,ABELL 0548,155
8848,8848,87.192417,-25.489306,0.0379766666666666,ABELL 0548,155
8844,8844,87.194925,-25.510805,0.0410403333333333,ABELL 0548,155
4673,4673,87.195131,-25.437903,0.0435016666666666,ABELL 0548,155
4674,4674,87.198251,-25.292083,0.0399766666666666,ABELL 0548,155
4675,4675,87.214574,-25.459352,0.0369513333333333,ABELL 0548,155
8837,8837,87.218777,-25.550248,0.0302466666666666,ABELL 0548,155
6712,6712,87.222108,-25.63274,0.03717,ABELL 0548,155
4676,4676,87.224064,-25.113245,0.0438753333333333,ABELL 0548,155
8807,8807,87.244366,-25.694188,0.0434533333333333,ABELL 0548,155
4677,4677,87.245334,-25.416778,0.0364016666666666,ABELL 0548,155
8788,8788,87.248757,-25.793834,0.04315,ABELL 0548,155
4678,4678,87.253709,-25.432667,0.0393733333333333,ABELL 0548,155
6713,6713,87.263208,-25.479611,0.0374323333333333,ABELL 0548,155
4679,4679,87.266292,-25.437944,0.042515,ABELL 0548,155
6714,6714,87.267417,-25.655722,0.04347,ABELL 0548,155
6715,6715,87.273375,-25.431306,0.04294,ABELL 0548,155
4680,4680,87.281042,-25.487694,0.0395433333333333,ABELL 0548,155
4681,4681,87.304416,-25.611861,0.0423563333333333,ABELL 0548,155
4682,4682,87.306291,-25.463528,0.03893,ABELL 0548,155
4683,4683,87.306916,-25.406861,0.0380766666666666,ABELL 0548,155
8800,8800,87.318331,-25.732657,0.0367566666666666,ABELL 0548,155
8804,8804,87.321042,-25.704917,0.0403333333333333,ABELL 0548,155
4684,4684,87.34014,-25.346601,0.0394943333333333,ABELL 0548,155
6716,6716,87.3555,-25.356861,0.0363866666666666,ABELL 0548,155
4685,4685,87.361334,-25.350194,0.038916,ABELL 0548,155
4686,4686,87.364563,-25.461901,0.0375666666666666,ABELL 0548,155
4687,4687,87.376776,-25.634337,0.0397533333333333,ABELL 0548,155
8866,8866,87.377326,-25.306662,0.0438233333333333,ABELL 0548,155
4688,4688,87.388528,-25.191363,0.038579,ABELL 0548,155
4689,4689,87.390584,-25.345833,0.0385533333333333,ABELL 0548,155
8791,8791,87.402625,-25.771389,0.0381033333333333,ABELL 0548,155
4690,4690,87.405958,-25.338889,0.0389226666666666,ABELL 0548,155
6717,6717,87.419763,-25.31562,0.0429633333333333,ABELL 0548,155
6718,6718,87.42535,-25.526313,0.0375529999999999,ABELL 0548,155
6719,6719,87.437334,-25.576802,0.0383466666666666,ABELL 0548,155
8795,8795,87.439254,-25.75656,0.0367766666666666,ABELL 0548,155
10200,10200,87.47625,-25.580601,0.03875,ABELL 0548,155
6720,6720,87.479535,-24.948751,0.04483,ABELL 0548,155
6721,6721,87.483417,-25.315556,0.0414033333333333,ABELL 0548,155
4691,4691,87.490133,-25.291639,0.039284,ABELL 0548,155
4693,4693,87.49471,-25.147035,0.040928,ABELL 0548,155
4692,4692,87.495417,-25.658714,0.038113,ABELL 0548,155
4694,4694,87.496647,-25.739133,0.0379356666666666,ABELL 0548,155
6722,6722,87.503335,-26.003518,0.0416333333333333,ABELL 0548,155
4695,4695,87.510917,-25.770833,0.0385263333333333,ABELL 0548,155
4696,4696,87.515315,-24.636993,0.04456,ABELL 0548,155
8856,8856,87.540712,-25.41728,0.0392833333333333,ABELL 0548,155
4697,4697,87.5622,-25.6686,0.04382,ABELL 0548,155
8852,8852,87.60918,-25.434898,0.0404433333333333,ABELL 0548,155
4698,4698,90.171234,-40.044547,0.0465766666666666,ABELL 3376,156
4699,4699,90.540541,-39.949913,0.0455509999999999,ABELL 3376,156
4700,4700,92.453382,-33.597449,0.0376486666666666,ABELL 3381,157
4701,4701,92.474641,-33.592284,0.038306,ABELL 3381,157
4702,4702,92.713964,-33.882363,0.029625,ABELL 3381,157
4703,4703,92.918413,-33.124207,0.0368633333333333,ABELL 3381,157
4704,4704,94.990593,-64.864804,0.02949,ABELL 3389,158
6723,6723,95.226708,-65.018833,0.0242396666666666,ABELL 3389,158
6724,6724,95.308249,-65.016056,0.0260496666666666,ABELL 3389,158
4705,4705,95.348625,-64.956667,0.028026,ABELL 3389,158
6725,6725,95.353959,-64.918889,0.0244029999999999,ABELL 3389,158
4706,4706,95.364874,-64.992778,0.0266846666666666,ABELL 3389,158
4707,4707,95.416791,-65.033361,0.024097,ABELL 3389,158
8251,8251,95.451626,-64.96225,0.02592,ABELL 3389,158
6726,6726,95.455458,-64.721972,0.0298066666666666,ABELL 3389,158
4708,4708,95.558166,-64.727861,0.0256713333333333,ABELL 3389,158
4709,4709,95.591916,-64.934028,0.0276646666666666,ABELL 3389,158
6727,6727,95.690208,-65.164889,0.02423,ABELL 3389,158
4710,4710,95.862832,-37.03319,0.0327026666666666,ABELL 3390,159
7779,7779,95.879014,-37.236143,0.0311536666666666,ABELL 3390,159
7780,7780,95.982365,-37.223782,0.0336003333333333,ABELL 3390,159
7781,7781,96.047625,-37.24375,0.0305933333333333,ABELL 3390,159
7297,7297,96.093569,-53.751954,0.04746,ABELL 3391,160
7782,7782,96.102058,-37.290142,0.0352926666666666,ABELL 3390,159
7783,7783,96.114917,-37.247611,0.0334833333333333,ABELL 3390,159
7298,7298,96.134329,-54.16753,0.047637,ABELL 3395,161
7299,7299,96.148416,-54.129722,0.0474733333333333,ABELL 3395,161
7784,7784,96.165769,-37.33579,0.03094,ABELL 3390,159
7785,7785,96.202962,-37.355693,0.0324833333333333,ABELL 3390,159
4711,4711,96.204251,-54.246694,0.0474666666666666,ABELL 3395,161
7300,7300,96.266958,-54.372556,0.04542,ABELL 3395,161
4712,4712,96.293353,-37.33998,0.035316,ABELL 3390,159
11461,11461,96.3069,-53.93163,0.0465876666666666,ABELL 3391,160
4713,4713,96.31993,-37.801112,0.031831,ABELL 3390,159
4714,4714,96.347083,-54.055056,0.0469,ABELL 3391,160
7786,7786,96.431292,-37.230111,0.0361666666666666,ABELL 3390,159
4715,4715,96.435765,-53.997823,0.0444333333333333,ABELL 3391,160
4716,4716,96.45325,-53.993361,0.0460833333333333,ABELL 3391,160
8534,8534,96.483769,-54.046185,0.0450666666666666,ABELL 3391,160
8535,8535,96.518041,-54.029472,0.0453033333333333,ABELL 3391,160
4717,4717,96.518102,-54.035831,0.045407,ABELL 3391,160
8533,8533,96.538691,-54.10275,0.047677,ABELL 3395,161
8252,8252,96.550742,-54.394743,0.0471933333333333,ABELL 3395,161
8536,8536,96.572344,-53.685375,0.04559,ABELL 3391,160
8254,8254,96.61653,-54.044358,0.0442793333333333,ABELL 3391,160
8253,8253,96.619709,-53.690806,0.04387,ABELL 3391,160
8255,8255,96.62757,-54.299273,0.0450266666666666,ABELL 3395,161
7301,7301,96.643261,-54.166609,0.0451753333333333,ABELL 3395,161
8256,8256,96.666824,-54.333925,0.0471933333333333,ABELL 3395,161
11090,11090,96.668374,-54.391696,0.0421166666666666,ABELL 3395,161
4718,4718,96.699838,-54.401748,0.0453076666666666,ABELL 3395,161
8257,8257,96.728969,-54.320583,0.0473533333333333,ABELL 3395,161
8258,8258,96.785651,-54.50171,0.0471266666666666,ABELL 3395,161
8259,8259,96.829755,-54.421086,0.04559,ABELL 3395,161
8532,8532,96.909267,-54.430637,0.0476866666666666,ABELL 3395,161
8260,8260,96.913393,-54.377546,0.044497,ABELL 3395,161
10273,10273,96.932952,-54.407417,0.04494,ABELL 3395,161
4719,4719,96.935828,-54.446022,0.04425,ABELL 3395,161
10274,10274,96.940257,-54.304115,0.0450966666666666,ABELL 3395,161
10275,10275,96.953175,-54.538908,0.0461033333333333,ABELL 3395,161
7302,7302,97.008527,-54.570553,0.04715,ABELL 3395,161
8530,8530,97.055021,-54.75315,0.0472973333333333,ABELL 3395,161
7303,7303,97.205227,-54.47096,0.0457733333333333,ABELL 3395,161
10589,10589,97.375024,-54.809978,0.047557,ABELL 3395,161
8531,8531,97.405129,-54.712822,0.0468776666666666,ABELL 3395,161
4720,4720,97.446625,-54.805083,0.0469333333333333,ABELL 3395,161
8261,8261,97.607129,-54.447123,0.0457583333333333,ABELL 3395,161
7304,7304,97.714666,-54.434056,0.0445,ABELL 3395,161
7787,7787,106.1125,-49.11375,0.04298,ABELL 3408,162
4721,4721,106.246875,-49.083194,0.0419,ABELL 3408,162
4722,4722,106.667459,48.490583,0.0195876666666666,ABELL 0569,163
4723,4723,106.998042,48.666111,0.0178943333333333,ABELL 0569,163
11153,11153,107.047313,-49.164611,0.0419666666666666,ABELL 3408,162
4724,4724,107.123166,-49.214028,0.0419633333333333,ABELL 3408,162
4725,4725,107.219709,48.450056,0.0205406666666666,ABELL 0569,163
4726,4726,107.283355,48.615591,0.0193103333333333,ABELL 0569,163
4727,4727,107.346024,48.635587,0.0207539999999999,ABELL 0569,163
4728,4728,107.436625,48.690528,0.0190393333333333,ABELL 0569,163
4729,4729,109.869084,55.609,0.0331666666666666,ABELL 0576,164
4730,4730,110.083209,55.88475,0.0395996666666666,ABELL 0576,164
4731,4731,110.098041,55.833083,0.0317866666666666,ABELL 0576,164
4732,4732,110.154333,55.771417,0.0423713333333333,ABELL 0576,164
4733,4733,110.204126,55.776556,0.0383233333333333,ABELL 0576,164
4734,4734,110.2245,55.721833,0.0372733333333333,ABELL 0576,164
4735,4735,110.243208,55.72825,0.0370126666666666,ABELL 0576,164
1541,1541,110.253252,41.051808,0.0230126666666666,CGB42474,165
4736,4736,110.263001,55.664639,0.0381546666666666,ABELL 0576,164
4737,4737,110.269791,55.822139,0.0386733333333333,ABELL 0576,164
4738,4738,110.276667,55.90575,0.042608,ABELL 0576,164
4739,4739,110.281125,55.894361,0.03154,ABELL 0576,164
4740,4740,110.312792,55.818806,0.0338966666666666,ABELL 0576,164
4741,4741,110.314334,55.889917,0.0331333333333333,ABELL 0576,164
4742,4742,110.328209,55.92325,0.0437066666666666,ABELL 0576,164
4743,4743,110.332542,55.789917,0.03929,ABELL 0576,164
4744,4744,110.34,55.811028,0.0372226666666666,ABELL 0576,164
4745,4745,110.341959,55.798528,0.040333,ABELL 0576,164
4746,4746,110.375871,55.761553,0.038068,ABELL 0576,164
4747,4747,110.384,55.8135,0.0393923333333333,ABELL 0576,164
4748,4748,110.385776,55.756991,0.0411233333333333,ABELL 0576,164
4750,4750,110.398751,55.587389,0.03866,ABELL 0576,164
4749,4749,110.399041,55.891278,0.0442166666666666,ABELL 0576,164
4751,4751,110.404249,56.172111,0.0363793333333333,ABELL 0576,164
4752,4752,110.425584,55.836444,0.0327379999999999,ABELL 0576,164
4753,4753,110.434683,55.680392,0.0330366666666666,ABELL 0576,164
4754,4754,110.436708,55.673389,0.03337,ABELL 0576,164
4755,4755,110.440959,56.202,0.04394,ABELL 0576,164
4756,4756,110.446041,55.711444,0.0380603333333333,ABELL 0576,164
4757,4757,110.469358,55.816406,0.0356,ABELL 0576,164
4758,4758,110.485959,55.840083,0.0369333333333333,ABELL 0576,164
4759,4759,110.496454,55.821838,0.0422666666666666,ABELL 0576,164
4760,4760,110.519958,55.669528,0.0342266666666666,ABELL 0576,164
4761,4761,110.528808,55.875012,0.0401643333333333,ABELL 0576,164
4762,4762,110.541124,55.664222,0.0412566666666666,ABELL 0576,164
4763,4763,110.552797,55.76846,0.0384266666666666,ABELL 0576,164
4764,4764,110.674209,55.830917,0.0365306666666666,ABELL 0576,164
4765,4765,110.708833,55.893417,0.0365833333333333,ABELL 0576,164
4766,4766,110.711709,55.539528,0.036267,ABELL 0576,164
4767,4767,110.727958,55.647861,0.04061,ABELL 0576,164
4768,4768,110.733,55.74675,0.04014,ABELL 0576,164
4769,4769,110.784579,55.627369,0.0402466666666666,ABELL 0576,164
4770,4770,110.847499,55.538222,0.0341373333333333,ABELL 0576,164
4771,4771,110.88825,56.26325,0.04287,ABELL 0576,164
4772,4772,110.946792,55.711028,0.0379373333333333,ABELL 0576,164
4773,4773,111.114874,55.568889,0.039,ABELL 0576,164
4774,4774,111.140019,55.600006,0.0385533333333333,ABELL 0576,164
4775,4775,111.331637,55.513021,0.0352133333333333,ABELL 0576,164
8262,8262,111.436458,55.592306,0.0348133333333333,ABELL 0576,164
10098,10098,111.451917,55.494806,0.03579,ABELL 0576,164
